userid,read_commentsum,likesum,click_avatarsum,forwardsum,commentsum,followsum,favoritesum,date_
133979,3,2,0,0,0,0,0,10
133983,0,0,0,6,0,0,0,10
133993,0,0,0,1,0,0,0,10
133998,1,0,0,0,0,0,0,10
134000,0,2,4,1,0,0,0,10
134007,0,1,1,0,0,0,0,10
134008,0,6,0,0,0,0,0,10
134015,84,2,5,2,0,0,3,10
134020,0,1,7,0,0,0,0,10
134024,0,0,0,0,0,0,0,10
134027,0,2,0,0,0,0,0,10
134043,0,1,0,0,0,0,0,10
134047,2,0,1,0,0,0,0,10
134051,0,0,2,0,0,1,0,10
134053,1,6,0,1,0,0,0,10
134060,0,0,0,0,0,0,0,10
134063,11,0,0,0,0,0,0,10
134085,0,5,5,0,0,4,0,10
134098,0,0,4,0,0,0,0,10
134109,1,0,1,0,0,0,0,10
134121,0,1,0,0,0,0,0,10
134130,0,1,1,0,0,0,0,10
134132,30,2,1,0,0,0,0,10
134143,0,0,0,3,0,0,0,10
134146,0,0,0,3,0,0,0,10
134148,0,0,0,3,0,0,0,10
134150,2,2,0,0,0,0,0,10
134161,0,0,0,0,0,0,0,10
134174,0,0,0,0,0,0,0,10
134178,0,1,0,0,0,0,0,10
134181,0,10,3,2,0,0,1,10
134200,2,5,0,1,0,0,0,10
134229,0,26,0,0,0,0,0,10
134238,0,1,2,0,0,1,9,10
134240,3,0,9,0,0,0,0,10
134246,8,12,0,0,0,0,0,10
134248,0,0,0,0,0,0,0,10
134260,0,10,0,3,0,0,0,10
134283,1,3,0,0,0,0,0,10
134289,74,3,1,0,0,0,0,10
134297,0,3,0,0,0,0,0,10
134303,2,1,0,0,0,0,0,10
134309,57,0,3,0,0,0,0,10
134323,0,3,0,0,0,0,0,10
134334,20,2,10,0,0,0,0,10
134382,0,2,0,0,0,0,0,10
134407,0,1,0,0,0,0,0,10
134444,122,4,2,0,0,0,0,10
134481,0,1,0,2,0,0,0,10
134512,30,1,2,0,0,0,0,10
134557,0,4,5,0,0,0,0,10
134573,1,3,0,0,0,0,0,10
134584,30,12,1,0,0,0,0,10
134603,0,13,0,1,0,0,0,10
134649,2,6,3,0,0,0,0,10
134651,0,0,0,0,0,0,0,10
134656,0,0,4,0,0,0,0,10
134663,0,1,0,0,0,0,0,10
134675,0,6,0,0,0,0,0,10
134678,0,0,2,0,0,2,0,10
134694,0,0,0,0,0,0,3,10
134700,0,2,0,0,0,0,0,10
134703,9,3,7,0,0,0,2,10
134725,0,0,2,2,0,0,0,10
134745,11,18,0,8,0,0,0,10
134752,0,0,0,1,0,0,0,10
134757,0,0,0,3,0,0,0,10
134761,0,0,3,0,0,0,0,10
134775,0,1,0,2,0,0,0,10
134803,9,2,0,0,0,0,0,10
134805,0,1,2,0,0,0,0,10
134814,12,5,0,0,0,0,0,10
134860,0,0,0,5,0,0,0,10
134865,0,0,0,3,0,0,1,10
134866,91,11,2,1,0,0,0,10
134874,10,2,0,0,0,0,0,10
134879,65,3,12,0,0,1,0,10
134887,0,14,0,0,0,0,0,10
134922,0,0,6,0,0,1,0,10
134926,1,0,8,0,0,0,0,10
134931,2,1,1,0,0,0,3,10
134967,0,4,0,0,0,0,0,10
134969,2,4,0,0,0,0,0,10
134970,0,0,0,2,0,0,0,10
134971,0,0,7,0,0,0,0,10
134976,0,1,1,0,0,0,2,10
135000,0,2,0,0,0,0,0,10
135012,4,0,2,0,0,0,0,10
135019,0,0,4,0,0,1,0,10
135029,0,6,0,0,0,0,1,10
135056,0,2,0,9,0,0,0,10
135070,1,0,0,1,0,0,0,10
135075,3,0,1,0,0,1,0,10
135083,0,3,0,0,0,0,0,10
135092,0,0,1,0,0,0,0,10
135103,1,0,0,0,0,0,0,10
135152,0,0,0,0,0,0,0,10
135176,0,9,0,0,0,0,0,10
135184,0,2,0,1,0,0,0,10
135198,0,1,0,0,0,0,0,10
135217,0,0,0,0,0,0,0,10
135225,0,2,1,0,0,0,0,10
135237,0,3,0,0,0,0,0,10
135246,0,1,6,0,2,5,1,10
135269,9,0,1,0,0,0,0,10
135278,0,0,0,0,0,0,1,10
135291,2,3,0,0,0,0,0,10
135295,0,0,0,0,0,0,0,10
135308,24,7,0,0,0,0,0,10
135310,0,3,0,0,0,0,0,10
135320,0,1,0,0,0,0,0,10
135340,0,1,1,0,0,0,0,10
135345,2,3,0,0,0,0,0,10
135356,0,3,0,0,0,0,0,10
135361,0,4,7,0,0,0,0,10
135366,0,0,0,0,0,0,0,10
135370,6,146,2,0,1,0,2,10
135373,1,4,0,0,0,0,0,10
135400,0,5,0,1,0,0,0,10
135406,0,1,0,0,0,0,0,10
135409,0,1,0,0,0,0,0,10
135432,43,18,1,0,0,0,0,10
135452,0,3,0,0,0,0,0,10
135462,0,4,1,0,0,0,0,10
135511,0,0,4,0,0,0,0,10
135515,0,3,5,0,0,0,13,10
135519,129,2,0,3,0,0,0,10
135523,0,7,0,0,0,0,0,10
135531,1,1,0,0,0,0,0,10
135532,0,1,0,0,0,0,0,10
135543,0,6,1,0,0,0,0,10
135553,0,3,1,0,0,0,1,10
135576,7,2,1,0,0,0,1,10
135647,14,35,0,0,0,0,0,10
135653,6,0,18,0,0,0,0,10
135655,2,3,0,1,0,0,0,10
135662,0,0,15,0,0,0,0,10
135679,2,10,0,0,0,0,0,10
135697,0,2,0,0,0,0,0,10
135721,4,2,0,10,0,0,5,10
135733,6,7,0,0,0,0,0,10
135736,0,13,0,0,0,0,0,10
135738,0,1,0,1,0,0,0,10
135746,1,2,1,0,0,1,0,10
135788,0,0,0,0,1,0,0,10
135792,0,4,0,0,0,0,0,10
135793,1,2,0,0,0,0,0,10
135818,44,7,0,1,0,0,0,10
135851,0,0,0,0,0,0,0,10
135873,0,6,1,0,0,0,1,10
135877,2,3,0,0,0,0,0,10
135883,2,4,3,0,0,0,0,10
135887,0,2,0,0,0,0,0,10
135910,0,5,1,2,0,0,0,10
135925,0,0,2,0,0,0,1,10
135926,0,1,1,0,0,0,0,10
135931,0,9,0,1,0,0,0,10
135935,0,1,0,0,0,0,0,10
135945,0,3,0,1,0,0,0,10
135964,15,26,18,0,0,9,1,10
135965,8,4,1,0,0,0,0,10
135997,9,266,0,0,0,0,0,10
136014,0,4,0,0,0,0,0,10
136025,0,85,1,0,0,0,0,10
136028,0,0,3,0,0,0,0,10
136045,1,2,0,0,0,0,0,10
136079,0,4,1,0,0,0,0,10
136087,0,8,1,1,0,0,1,10
136089,3,4,0,0,0,0,0,10
136110,0,1,2,0,0,1,0,10
136129,2,1,0,0,0,0,0,10
136138,2,1,4,0,0,1,0,10
136155,0,2,0,0,0,0,0,10
136156,0,5,0,0,0,0,0,10
136164,0,7,4,0,1,1,21,10
136167,1,4,0,0,1,0,0,10
136169,39,4,2,0,0,0,0,10
136174,1,0,0,0,0,0,0,10
136192,0,13,4,2,2,0,2,10
136210,5,2,4,1,0,2,0,10
136249,73,17,4,0,0,1,0,10
136257,1,4,0,4,0,0,0,10
136271,0,2,0,7,0,0,0,10
136289,0,3,0,0,0,0,0,10
136293,0,19,2,0,0,0,0,10
136301,0,1,2,0,0,0,0,10
136333,57,46,1,0,0,0,0,10
136344,0,2,0,1,0,0,0,10
136349,0,1,0,2,1,0,0,10
136383,0,0,5,0,0,0,0,10
136401,0,0,0,2,0,0,5,10
136408,0,31,2,8,4,0,0,10
136414,8,0,1,0,0,0,0,10
136419,6,4,1,0,0,0,0,10
136426,0,1,0,1,0,0,0,10
136450,0,9,1,1,0,0,0,10
136456,0,0,0,1,0,0,0,10
136457,0,7,0,0,0,0,0,10
136460,64,9,0,2,0,0,0,10
136470,20,0,0,0,0,0,0,10
136473,3,2,0,2,0,0,0,10
136495,4,3,0,0,0,0,0,10
136520,1,0,0,4,0,0,9,10
136528,0,8,0,1,0,0,0,10
136531,15,1,0,0,0,0,0,10
136532,15,0,4,1,0,1,0,10
136535,0,0,6,0,0,0,0,10
136558,52,0,10,0,1,0,0,10
136564,0,0,0,0,0,0,0,10
136594,71,1,1,0,0,0,0,10
136600,4,2,0,0,0,0,0,10
136618,0,45,0,0,0,0,0,10
136620,0,1,16,0,0,0,0,10
136621,0,0,0,0,0,0,0,10
136627,0,4,0,1,0,0,0,10
136676,0,2,0,0,0,0,0,10
136696,58,6,2,1,0,0,0,10
136698,0,4,0,0,0,0,0,10
136712,0,5,0,0,0,0,0,10
136715,26,10,2,1,0,1,0,10
136716,0,1,0,0,0,0,0,10
136742,0,1,1,0,0,0,0,10
136751,4,2,0,0,0,1,2,10
136754,0,0,0,0,0,0,0,10
136760,0,1,0,0,0,0,0,10
136770,0,2,1,0,0,0,0,10
136787,0,1,0,0,0,0,0,10
136843,2,0,0,0,0,0,0,10
136851,2,0,0,0,0,0,0,10
136892,3,0,1,0,0,0,0,10
136900,21,4,0,0,0,0,1,10
136909,0,0,4,0,0,0,0,10
136916,0,1,0,1,0,0,0,10
136919,0,3,0,0,0,0,0,10
136926,0,0,0,0,0,0,0,10
136927,0,11,1,1,0,0,0,10
136955,1,4,0,0,0,0,0,10
136961,0,3,0,1,0,0,0,10
136965,0,0,0,1,0,0,1,10
136978,3,0,4,0,0,0,0,10
136981,1,1,7,0,0,3,0,10
136982,0,1,0,4,0,0,1,10
136983,0,1,1,1,0,0,0,10
137001,0,1,0,0,0,0,0,10
137029,0,2,4,0,0,0,1,10
137042,1,0,0,0,0,0,0,10
137043,61,1,0,1,0,0,0,10
137047,0,0,7,0,0,1,0,10
137056,10,2,0,0,0,0,0,10
137057,4,2,2,0,0,0,0,10
137074,2,5,0,0,0,0,0,10
137090,15,5,3,1,1,1,0,10
137110,0,4,0,0,0,0,0,10
137115,0,0,2,0,0,0,0,10
137117,0,28,0,2,0,0,0,10
137131,1,0,1,0,0,0,0,10
137134,0,1,0,1,0,0,0,10
137139,1,4,0,3,0,0,0,10
137152,0,1,0,0,0,0,0,10
137185,0,10,0,0,0,0,0,10
137188,0,0,0,0,0,0,0,10
137203,0,0,1,0,0,0,0,10
137205,0,0,0,0,0,0,0,10
137206,0,3,1,0,0,0,0,10
137227,0,0,0,0,0,0,0,10
137244,31,5,5,0,0,1,0,10
137251,0,2,0,1,0,0,0,10
137259,0,4,0,0,0,0,0,10
137262,8,0,0,0,0,0,0,10
137265,0,5,0,0,0,0,0,10
137306,0,1,0,0,0,0,0,10
137325,1,3,0,0,0,0,0,10
137360,0,2,2,0,0,0,0,10
137376,0,2,0,0,0,0,0,10
137392,0,3,0,8,0,0,0,10
137393,0,4,2,0,0,0,0,10
137397,0,0,0,1,0,0,0,10
137429,15,4,0,1,0,0,0,10
137436,0,4,0,0,0,0,0,10
137455,0,0,0,0,0,0,0,10
137458,0,5,3,0,0,0,0,10
137534,0,5,0,0,0,0,0,10
137574,86,5,8,21,0,2,0,10
137586,1,3,0,0,0,0,0,10
137615,0,2,0,1,0,0,0,10
137629,0,0,0,3,0,0,0,10
137638,0,0,0,0,0,0,0,10
137639,0,0,3,1,0,0,0,10
137659,0,3,2,0,0,0,0,10
137663,0,0,1,0,0,0,0,10
137676,2,2,0,3,0,0,0,10
137683,0,1,1,0,0,0,0,10
137703,0,14,0,0,0,0,0,10
137709,4,1,1,1,0,1,0,10
137747,0,7,0,0,0,0,0,10
137826,0,0,9,0,0,0,0,10
137838,0,12,1,0,0,0,0,10
137860,2,11,1,1,0,1,0,10
137878,0,0,9,0,0,0,0,10
137881,0,1,12,0,0,0,0,10
137913,0,0,0,5,0,0,0,10
137916,1,0,2,0,0,0,0,10
137953,0,0,0,0,0,0,0,10
137960,0,13,1,0,7,0,0,10
137963,0,0,5,0,0,2,0,10
137977,118,3,12,0,1,0,0,10
137984,0,0,2,0,0,0,0,10
137986,21,26,1,0,0,0,0,10
137989,0,0,0,0,0,0,0,10
137993,0,0,3,2,0,0,0,10
138007,0,0,0,0,0,0,0,10
138010,0,0,0,0,0,0,0,10
138035,17,1,1,0,0,0,2,10
138050,0,0,1,0,0,0,0,10
138055,0,93,0,2,0,0,0,10
138062,0,6,0,0,0,0,0,10
138092,0,0,0,0,0,0,0,10
138117,2,0,0,0,0,0,0,10
138133,0,10,0,0,0,0,0,10
138158,1,79,0,0,0,0,0,10
138181,0,58,0,16,0,0,0,10
138182,32,1,2,0,0,2,0,10
138191,0,12,0,0,0,0,0,10
138195,0,29,7,1,0,1,0,10
138205,1,7,0,0,0,0,0,10
138208,0,42,0,0,0,0,0,10
138238,0,5,0,6,0,0,0,10
138257,0,1,0,2,1,0,0,10
138272,0,1,0,2,0,0,0,10
138318,0,0,0,3,0,0,0,10
138335,0,0,1,0,0,0,0,10
138341,115,4,0,0,0,0,0,10
138365,1,8,0,0,0,0,0,10
138375,0,2,0,0,0,0,0,10
138388,4,21,1,0,0,0,0,10
138390,1,0,3,0,0,1,0,10
138397,0,0,0,0,0,0,0,10
138427,1,0,0,0,0,0,0,10
138428,2,2,2,0,0,0,0,10
138442,1,4,2,0,0,0,0,10
138451,0,3,0,0,0,0,0,10
138454,0,0,12,1,0,2,0,10
138471,0,0,0,0,0,0,0,10
138485,0,26,0,0,0,0,11,10
138487,1,0,1,1,0,0,0,10
138510,0,37,10,0,0,10,0,10
138511,0,0,0,0,0,0,0,10
138519,0,1,1,0,0,0,0,10
138562,1,2,0,0,0,0,0,10
138581,0,2,0,8,0,0,0,10
138595,0,0,1,0,0,0,0,10
138637,0,0,0,0,0,0,0,10
138658,3,3,0,0,0,0,0,10
138661,51,8,0,0,0,0,0,10
138666,0,0,4,2,0,0,0,10
138693,0,0,0,0,0,0,0,10
138694,0,3,0,0,0,0,0,10
138731,0,1,0,0,0,0,0,10
138736,0,0,0,0,0,0,0,10
138772,5,12,0,0,0,0,0,10
138778,0,1,0,1,0,0,0,10
138788,0,8,0,0,0,0,0,10
138796,0,12,1,3,0,0,0,10
138826,0,33,0,4,0,0,0,10
138829,0,4,0,0,0,0,0,10
138836,0,16,0,0,0,0,0,10
138850,0,5,0,1,0,0,0,10
138852,1,3,0,1,0,0,0,10
138864,1,4,0,0,0,0,0,10
138885,0,0,6,0,0,0,0,10
138902,0,0,0,0,0,0,0,10
138932,0,0,0,0,0,0,0,10
138968,0,2,0,1,0,0,0,10
138969,0,1,0,0,0,0,0,10
138982,1,5,0,7,0,0,0,10
139017,0,2,0,0,0,0,0,10
139021,13,8,0,0,0,0,0,10
139035,2,12,0,3,0,0,0,10
139047,0,2,0,0,0,0,0,10
139051,1,2,2,0,0,0,0,10
139053,0,0,0,1,0,0,0,10
139081,3,7,1,0,0,1,0,10
139100,117,1,5,0,1,1,0,10
139110,1,1,1,0,0,0,0,10
139113,5,17,3,0,0,0,0,10
139133,0,0,4,0,0,0,0,10
139161,0,2,0,0,0,0,0,10
139170,0,1,1,2,0,0,0,10
139173,0,8,0,0,0,0,0,10
139174,0,0,1,0,0,0,0,10
139191,0,0,0,0,0,0,0,10
139225,0,0,0,0,0,0,0,10
139246,0,6,1,1,0,0,1,10
139265,0,0,17,1,0,0,0,10
139268,0,1,0,1,0,0,0,10
139273,0,1,1,0,0,0,0,10
139274,0,1,0,0,0,0,0,10
139282,1,1,0,0,0,0,0,10
139296,10,0,0,1,0,0,0,10
139304,0,1,4,0,0,0,0,10
139306,0,6,0,0,0,0,0,10
139316,0,3,13,0,0,0,0,10
139334,0,0,1,11,0,0,0,10
139369,112,34,5,0,1,0,0,10
139375,0,0,0,0,0,0,0,10
139379,0,6,0,0,0,0,0,10
139387,0,1,0,1,0,0,1,10
139406,36,3,0,0,0,0,0,10
139413,0,8,0,0,0,0,0,10
139424,0,0,0,0,0,0,0,10
139430,16,2,0,0,0,0,0,10
139438,0,7,0,0,0,0,0,10
139439,0,5,1,0,0,0,0,10
139466,1,1,7,0,0,0,0,10
139472,13,0,5,0,0,0,0,10
139477,0,0,1,0,0,0,0,10
139478,0,0,0,0,0,0,0,10
139479,0,1,3,0,0,0,0,10
139495,0,1,0,0,0,0,0,10
139515,0,2,0,0,0,0,0,10
139523,0,7,2,15,0,0,1,10
139566,0,0,0,0,0,0,0,10
139573,0,0,0,0,0,0,0,10
139594,73,2,3,0,0,0,0,10
139596,0,24,1,0,0,0,0,10
139640,0,0,2,0,0,0,0,10
139641,0,0,2,0,0,0,7,10
139659,0,4,3,1,0,0,0,10
139679,5,0,0,0,0,0,0,10
139693,0,2,0,0,0,0,0,10
139711,16,1,2,0,0,0,0,10
139724,0,0,1,0,0,0,0,10
139732,0,3,0,0,0,0,0,10
139735,0,0,0,0,0,0,0,10
139744,2,0,18,0,0,0,0,10
139764,12,0,3,2,0,1,0,10
139781,80,7,3,0,0,0,0,10
139782,33,0,3,0,0,0,0,10
139802,0,4,0,1,0,0,0,10
139867,0,3,0,0,0,0,0,10
139888,11,2,9,4,0,1,0,10
139916,0,7,0,0,0,0,0,10
139917,69,48,0,1,0,0,0,10
139925,6,1,3,5,0,0,0,10
139933,0,7,1,0,0,0,0,10
139934,2,1,0,0,0,0,0,10
139946,0,0,0,4,0,0,0,10
139957,0,0,1,0,0,0,0,10
139963,0,5,0,0,0,0,0,10
139964,0,1,0,2,0,0,0,10
139967,0,0,0,0,0,0,0,10
139974,0,2,0,0,0,0,0,10
139988,0,1,0,0,0,0,0,10
139991,0,5,0,0,0,0,0,10
140001,1,1,0,4,0,0,0,10
140076,0,55,8,1,0,0,0,10
140087,4,3,0,0,0,0,1,10
140101,0,2,0,0,0,0,0,10
140102,0,0,0,0,0,0,0,10
140139,15,1,4,0,0,0,1,10
140152,11,5,0,1,0,0,0,10
140156,0,3,0,0,0,0,0,10
140167,21,4,1,0,0,1,0,10
140180,0,3,0,0,0,0,0,10
140188,37,0,0,4,0,0,0,10
140191,0,0,0,0,0,0,0,10
140193,0,3,0,0,0,0,0,10
140209,5,5,0,0,0,0,0,10
140231,1,1,0,0,0,0,0,10
140249,3,5,1,0,0,0,0,10
140262,0,1,3,0,0,2,0,10
140281,31,0,0,0,0,0,0,10
140286,0,64,0,0,0,0,0,10
140295,21,1,3,0,0,0,0,10
140304,0,0,0,2,0,0,0,10
140327,8,3,0,1,0,0,0,10
140338,62,1,0,0,0,0,1,10
140348,2,0,0,0,1,0,0,10
140355,0,0,0,0,0,0,0,10
140356,3,2,0,1,0,0,0,10
140371,0,1,0,0,0,0,0,10
140380,1,21,2,0,0,0,0,10
140381,0,3,0,0,0,0,0,10
140385,0,0,0,0,0,0,0,10
140415,0,4,1,0,0,0,0,10
140438,0,1,0,2,0,0,0,10
140447,33,1,0,0,0,0,0,10
140452,0,0,0,0,0,0,0,10
140455,0,1,1,0,0,0,0,10
140462,0,4,0,1,0,0,0,10
140475,0,1,1,2,0,0,0,10
140483,1,1,5,0,0,0,0,10
140485,0,16,0,0,0,0,0,10
140487,1,3,0,0,0,0,0,10
140490,0,1,2,1,0,1,0,10
140495,8,10,0,0,0,0,0,10
140500,0,3,0,0,0,0,0,10
140505,0,0,0,0,0,0,0,10
140515,0,42,1,19,0,0,0,10
140522,1,3,5,0,0,1,0,10
140527,0,4,0,0,0,0,0,10
140532,0,0,1,0,0,1,1,10
140542,0,2,1,0,0,0,0,10
140568,27,4,0,0,0,0,0,10
140570,0,2,0,0,0,0,0,10
140595,0,7,0,0,0,0,0,10
140602,2,7,1,1,0,0,0,10
140605,14,10,1,0,2,1,0,10
140610,0,0,1,2,0,0,0,10
140614,2,3,1,0,0,0,0,10
140635,0,3,1,0,0,0,0,10
140638,0,19,0,1,0,0,0,10
140643,0,0,0,0,0,0,0,10
140718,1,1,1,0,0,1,0,10
140719,0,0,8,0,0,0,0,10
140730,0,52,14,0,0,4,1,10
140739,0,1,3,0,0,1,0,10
140744,0,3,1,0,0,0,0,10
140769,0,2,0,0,0,0,0,10
140777,0,3,0,4,0,0,0,10
140793,6,5,1,0,0,0,0,10
140826,0,18,0,0,0,0,0,10
140849,0,0,0,0,0,0,0,10
140852,3,0,1,0,0,0,0,10
140874,49,1,4,0,0,0,0,10
140891,0,0,0,1,0,0,0,10
140897,2,3,0,0,0,0,0,10
140909,55,1,6,0,0,1,0,10
140933,0,4,4,1,1,1,0,10
140937,28,8,1,0,0,0,0,10
140949,0,5,1,0,0,0,0,10
140955,1,0,0,0,0,0,0,10
140960,0,4,0,1,0,0,0,10
140962,0,4,0,0,0,0,0,10
140976,0,0,0,0,0,0,0,10
140979,12,6,0,0,0,0,0,10
140980,0,1,0,0,0,0,0,10
140985,0,5,0,1,0,0,0,10
140993,1,2,0,0,0,0,0,10
141004,12,7,0,1,0,0,0,10
141011,3,0,3,0,0,1,0,10
141023,0,0,7,0,0,0,2,10
141039,3,5,0,0,0,0,0,10
141050,0,2,0,0,0,0,0,10
141055,0,0,1,0,0,0,0,10
141082,1,1,0,0,0,0,0,10
141095,1,3,0,5,0,0,0,10
141097,0,0,0,0,0,0,0,10
141099,0,1,0,0,0,0,0,10
141122,55,8,2,0,0,0,0,10
141123,0,0,0,0,0,0,1,10
141144,0,7,0,1,0,0,0,10
141156,1,7,0,0,0,0,0,10
141163,0,0,0,0,0,0,0,10
141192,2,10,0,0,0,0,0,10
141217,30,1,0,0,0,0,0,10
141220,0,9,0,0,0,0,0,10
141228,1,7,0,0,0,0,0,10
141239,0,12,0,0,0,0,0,10
141251,0,0,3,2,0,0,1,10
141263,0,2,0,0,0,0,0,10
141300,0,0,0,0,0,0,0,10
141309,0,1,1,0,0,0,0,10
141315,0,1,3,1,0,0,0,10
141322,0,4,0,0,0,0,0,10
141324,0,2,0,0,0,0,0,10
141331,0,2,2,0,0,0,0,10
141338,0,10,0,0,0,0,0,10
141383,0,3,0,0,0,0,0,10
141385,0,17,1,0,0,0,0,10
141410,0,0,0,0,0,0,0,10
141411,2,0,0,1,0,0,0,10
141414,3,13,0,0,0,0,0,10
141431,25,0,1,0,0,0,0,10
141432,2,0,3,0,0,0,0,10
141449,25,17,0,3,3,0,0,10
141463,8,5,0,0,0,0,0,10
141482,0,0,2,0,0,0,0,10
141493,0,0,4,0,0,0,0,10
141523,0,0,1,0,0,0,0,10
141535,0,1,0,2,0,0,0,10
141539,0,17,1,1,0,1,0,10
141553,0,0,0,1,0,0,0,10
141554,0,11,0,0,0,0,0,10
141558,8,8,0,0,0,0,0,10
141567,67,0,12,0,0,2,0,10
141572,0,27,3,0,0,0,0,10
141592,0,2,0,0,0,0,0,10
141594,0,2,0,1,0,0,0,10
141596,1,4,0,0,0,0,0,10
141597,0,0,0,0,0,0,0,10
141601,0,1,3,1,0,1,0,10
141602,1,1,0,0,0,0,0,10
141621,0,9,0,0,0,0,0,10
141632,0,0,10,0,0,0,0,10
141662,1,0,1,9,0,1,2,10
141680,0,3,4,0,0,3,0,10
141703,1,0,0,2,0,0,0,10
141715,0,6,3,1,0,1,0,10
141717,0,0,0,1,0,0,0,10
141720,1,15,0,0,0,0,0,10
141726,11,1,2,3,0,0,0,10
141731,9,3,0,1,0,0,0,10
141763,27,0,1,0,0,0,0,10
141768,10,4,1,3,0,0,0,10
141776,2,2,0,0,0,0,0,10
141788,0,2,0,0,0,0,0,10
141817,0,0,0,0,0,0,0,10
141821,27,9,1,0,0,0,0,10
141822,0,1,1,0,0,1,25,10
141829,0,1,1,0,0,0,0,10
141833,0,2,0,0,0,0,0,10
141853,2,3,0,0,0,0,0,10
141860,0,0,0,0,0,0,0,10
141875,0,0,0,1,0,0,0,10
141880,0,0,0,0,0,0,0,10
141883,0,0,0,1,0,0,0,10
141915,0,0,4,3,0,0,1,10
141920,0,2,0,0,0,0,0,10
141950,0,0,0,0,0,0,0,10
141972,0,2,7,4,0,1,0,10
141990,0,20,0,0,0,0,0,10
141998,0,0,0,0,0,0,0,10
142000,6,2,0,0,0,0,0,10
142002,0,3,2,1,0,0,0,10
142015,0,0,0,0,0,0,0,10
142017,0,0,0,4,0,0,1,10
142022,0,0,0,0,0,0,0,10
142025,13,2,1,0,0,0,2,10
142034,10,35,0,2,0,0,0,10
142040,0,0,0,0,0,0,0,10
142051,0,0,1,0,0,0,0,10
142055,0,0,7,1,0,2,5,10
142099,0,3,0,0,0,0,0,10
142103,7,0,2,0,0,0,0,10
142130,17,5,0,0,0,0,0,10
142139,1,0,0,0,0,0,0,10
142165,3,3,0,4,0,0,0,10
142166,2,3,0,0,0,0,0,10
142180,0,1,0,0,0,0,0,10
142198,0,6,0,0,0,0,0,10
142200,2,0,1,0,0,0,0,10
142222,0,0,0,0,0,0,0,10
142228,0,1,2,3,0,0,2,10
142229,0,4,2,0,0,0,0,10
142239,7,0,5,0,0,0,0,10
142241,0,8,0,0,0,0,2,10
142259,2,2,1,0,0,0,0,10
142264,2,12,0,0,0,0,0,10
142268,6,2,5,0,0,0,0,10
142311,1,1,0,0,0,0,0,10
142329,0,0,1,0,0,0,0,10
142352,4,0,0,0,0,0,0,10
142361,0,4,0,4,0,0,0,10
142365,0,13,4,1,0,1,0,10
142373,0,10,0,2,0,0,0,10
142389,0,2,0,0,0,0,0,10
142402,0,2,0,0,0,0,0,10
142406,5,8,0,0,0,0,0,10
142417,0,1,4,0,0,0,0,10
142425,0,0,7,0,0,0,0,10
142448,0,1,0,0,0,0,0,10
142465,11,1,10,1,0,0,0,10
142486,0,5,0,0,0,0,0,10
142499,0,2,3,0,0,0,0,10
142500,1,1,0,1,0,0,0,10
142504,0,4,0,0,0,0,0,10
142518,0,1,0,3,0,0,0,10
142546,0,15,2,0,0,0,0,10
142558,0,9,3,0,0,0,0,10
142582,0,3,0,0,0,0,0,10
142690,0,0,0,0,0,0,0,10
142703,0,5,0,0,0,0,0,10
142708,0,1,0,0,0,0,0,10
142712,4,1,3,0,0,0,0,10
142713,23,1,5,1,1,3,0,10
142740,10,4,1,0,0,0,0,10
142747,9,5,5,1,0,1,0,10
142752,4,1,0,0,0,0,0,10
142761,0,0,5,0,0,0,0,10
142770,0,0,0,0,0,0,0,10
142787,0,0,6,0,0,0,0,10
142800,0,1,0,0,0,0,0,10
142839,0,2,0,0,0,0,0,10
142843,0,3,1,0,0,0,0,10
142849,23,7,11,0,0,3,17,10
142863,0,3,0,1,0,0,0,10
142889,0,5,5,0,0,0,0,10
142891,0,2,6,0,0,0,0,10
142901,0,0,0,0,0,0,0,10
142915,5,2,0,0,0,0,0,10
142918,0,1,5,0,0,0,0,10
142928,0,1,0,0,0,0,0,10
142937,0,1,2,0,0,0,0,10
142939,0,0,0,0,0,0,0,10
142955,38,55,1,0,0,0,0,10
142956,0,0,7,0,0,0,0,10
142984,3,2,1,0,0,0,0,10
143003,0,0,0,3,0,0,0,10
143013,0,0,1,0,0,0,0,10
143017,0,3,0,0,0,0,0,10
143060,0,0,0,2,0,0,0,10
143067,0,3,1,0,0,0,0,10
143074,0,3,1,0,0,0,0,10
143092,5,1,3,0,0,0,0,10
143094,49,4,2,1,0,0,0,10
143100,0,4,1,1,0,0,0,10
143101,9,2,1,0,0,0,0,10
143103,2,3,0,0,0,0,0,10
143109,0,2,0,0,0,0,0,10
143113,2,1,5,0,0,0,0,10
143115,0,17,0,1,0,0,0,10
143117,0,0,2,0,0,0,0,10
143131,13,0,4,5,0,0,0,10
143141,3,33,0,2,1,0,0,10
143146,0,0,0,2,0,0,0,10
143156,1,2,0,0,0,0,0,10
143161,36,5,1,0,0,0,0,10
143194,2,0,0,0,0,0,0,10
143202,3,0,10,0,0,0,0,10
143204,0,0,1,0,0,0,0,10
143205,0,0,0,16,0,0,0,10
143218,0,26,0,3,0,0,0,10
143221,0,0,0,1,0,0,0,10
143223,0,0,0,0,0,0,0,10
143225,0,0,10,0,2,2,0,10
143244,24,5,0,0,0,0,0,10
143257,8,5,0,9,0,0,0,10
143280,0,2,0,0,0,0,0,10
143289,214,1,3,1,0,0,0,10
143292,0,1,0,0,0,0,0,10
143362,0,3,0,0,0,0,0,10
143397,6,1,1,0,0,0,0,10
143412,0,0,3,0,0,0,0,10
